event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
KGZ822,15/12/2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Health Workers (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,Kaktus Media,National,"On 15 December 2020, about 30 medics protested at the Ministry of Health in Bishkek city, demanding their wages after spending weeks in quarantined facilities for patients with coronavirus. Protesters complained they hadn't been paid for two months.",0,crowd size=about 30,1730240821
KGZ823,15/12/2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,24Kg,National,"On 15 December 2020, victims of a housing scheme protested outside the Supreme Court in Bishkek city, demanding their court case be settled in their favor after five years of litigation in courts. Protesters complained they have yet to be compensated by a fraud organizer.",0,crowd size=no report,1730240821
KGZ826,16/12/2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,New TV,National,"On 16 December 2020, defaulting mortgage holders protested outside the Kyrgyz government's administration in Bishkek city, demanding authorities assist them with loan payments. Protesters complained they were having difficulties due to loss of income.",0,crowd size=no report,1730240821
KGZ828,17/12/2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,Kaktus Media,National,"On 17 December 2020, about 15 land property owners from Kalys Ordo neighborhood protested outside the White House in Bishkek city, demanding the Kyrgyz authorities legalize their plots, which would allow them to build homes.",0,crowd size=about 15,1730240821
KGZ829,17/12/2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,Sanjar Kalmatai,New media,"On 17 December 2020, activists protested outside the Ministry of Economy in Bishkek city demanding the Kyrgyz government curb imports of poor quality petroleum from abroad, which is contributing to worsening air pollution in the city.",0,crowd size=no report,1776186858
KGZ831,18/12/2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,RFE/RL,International,"On 18 December 2020, about 10 activists marched through Erkindik boulevard from the railroad station to Ala-Too square in Bishkek city against worsening air pollution in the city, demanding the authorities and public pay attention to the deteriorating environmental situation in the country's capital.",0,crowd size=about 10,1776186858
KGZ832,18/12/2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,RFE/RL,International,"On 18 December 2020, several protesters demonstrated on Ala-Too square in Bishkek city demanding the Kyrgyz government mine Jetim-Too mineral deposit for the benefit of Kyrgyz citizens and opposing the idea of the foreign companies managing the project.",0,crowd size=several,1730240821
KGZ833,14/01/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,Kaktus Media,National,"On 14 January 2021, relatives of an imprisoned citizen of Afghanistan protested outside the city court in Bishkek city demanding his release from prison, which protesters argued was based on fabricated criminal charges for alleged provocative postings on social media.",0,crowd size=no report,1730240821
KGZ835,10/01/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,Kaktus Media,National,"On 10 January 2021, about 50 activists and politicians marched through Erkindik boulevard in Bishkek city holding banners in protest of the referendum on the Constitutional reform, which was taking place on the same day as well.",0,crowd size=about 50,1730240821
KGZ837,14/01/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,24Kg,National,"On 14 January 2021, about 30 supporters of former president Almazbek Atambayev protested at the Pervomaisky district court in Bishkek city demanding his release from prison.",0,crowd size=about 30,1730240821
KGZ847,24/01/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,RFE/RL,International,"On 24 January 2021, about 30 activists protested on Ala-Too main square in Bishkek city against corruption in the country demanding the government operate within legal framework and Constitution. Protesters also expressed solidarity with anti-government demonstrations in Russia.",0,crowd size=about 30,1730240821
KGZ848,25/01/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,RFE/RL,International,"On 25 January 2021, relatives of deceased victims, that died of coronavirus, protested outside the Ministry of Health in Bishkek city accusing top health officials of corruption and demanding lustration in the Ministry.",0,crowd size=no report,1730240821
KGZ849,25/01/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,24Kg,National,"On 25 January 2021, several residents of Bishkek city protested outside the city administration against bus ride fee increase demanding the authorities also raise wages and pensions if Mayor's office allows bus fare to go up.",0,crowd size=no report,1730240821
KGZ850,26/01/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Labor Group (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,RFE/RL,International,"On 26 January 2021, about 100 workers of the Ministry of Transport protested outside the ministry in Bishkek city demanding owed wages and timely pay which officials promised to resolve in a short period of time.",0,crowd size=about 100,1730240821
KGZ852,27/01/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,AKIpress,National,"On 27 January 2021, about 40 activists demonstrated outside the White House in Bishkek city against incumbent members of parliament demanding their resignation.",0,crowd size=about 40,1730240821
KGZ856,27/01/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,24Kg,National,"On 27 January 2021, residents of a neighbourhood protested on the premises of the Ular market in Bishkek city against the planned construction of the residential housing project on location demanding the city authorities cancel the project and build a park instead due to deteriorating air pollution in the city.",0,crowd size=no report,1776186858
KGZ857,28/01/2021,2021,1,Demonstrations,Protests,Protest with intervention,Protesters (Kyrgyzstan),,Protesters,Police Forces of Kyrgyzstan (2021-),,State forces,State forces-Protesters,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,RFE/RL,International,"On 28 January 2021, about 10 supporters of the former chief of the State Security Service, who was arrested days earlier, were detained by police near Toktogul Satylganov theater in Bishkek city for staging a protest in support of the politician.",0,crowd size=about 10,1753970978
KGZ859,29/01/2021,2021,1,Political violence,Violence against civilians,Attack,Police Forces of Kyrgyzstan (2021-),,State forces,Civilians (Kyrgyzstan),,Civilians,State forces-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,Kaktus Media,National,"On 29 January 2021, a police officer physically assaulted a civilian at the scene of a traffic stop in the business district of Bishkek city after an initial argument between the two regarding video recording of police officers on the victim's smartphone.",0,,1754410220
KGZ860,30/01/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,AKIpress,National,"On 30 January 2021, residents of the apartment buildings on Usenbayeva street in Bishkek city protested outside their homes against illegal brothels in their buildings, demanding the city authorities and police shut down criminal activity and eliminate prostitution in the neighborhood due to safety concerns for the local community.",0,crowd size=no report,1730240821
KGZ861,31/01/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,RFE/RL,International,"On 31 January 2021, about 20 activists protested on Ala Too square in Bishkek city against corruption demanding the country's government maintain rule of law.",0,crowd size=about 20,1730240821
KGZ863,01/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Labor Group (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,Kaktus Media,National,"On 1 February 2021, about 120 small retail shop owners protested outside the Kyrgyz government's administration in Bishkek city demanding the central authorities intervene in their property dispute with the state agency and stop the eviction of their businesses out of Karavan shopping center the country's capital.",0,crowd size=about 120,1730240821
KGZ865,02/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Women (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,Kaktus Media,National,"On 2 February 2021, about 3 female activists protested outside the White House in Bishkek city against a proposed candidate for Prime-Minister demanding the country's president choose a more competent person to run the Cabinet. Protesters called for Interim PM to remain in office.",0,crowd size=about 3,1730240821
KGZ869,03/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,24Kg; Sanjar Kalmatai,New media-National,"On 3 February 2021, activists gathered outside the White House in Bishkek city demanding the country's president reject the candidate for Prime Minister proposed by lawmakers and choose a more competent person to lead the Cabinet.",0,crowd size=no report,1730240821
KGZ870,03/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Labor Group (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,Sanjar Kalmatai,New media,"On 3 February 2021, freelance cab drivers demonstrated near the main train station in Bishkek city against a Russian ride-hailing app demanding its removal in the country due to high service fees and unfriendly policy toward taxi operators.",0,crowd size=no report,1730240821
KGZ871,03/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,24Kg; Sanjar Kalmatai,New media-National,"On 3 February 2021, about 30 supporters of former president Almazbek Atambayev protested outside the Pervomayski district court in Bishkek city demanding his release from detention.",0,crowd size=about 30,1730240821
KGZ873,04/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,Kaktus Media,National,"On 4 February 2021, about 20 protesters gathered outside the Mayor's office in Bishkek city demanding the city administration lift coronavirus restrictions on public schools and daycare facilities.",0,crowd size=about 20,1730240821
KGZ874,04/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,Kaktus Media,National,"On 4 February 2021, supporters of former president Almazbek Atambayev protested outside the office of the country's state security service in Bishkek city, demanding his release from police custody and place him under house arrest instead. Protesters called for the chief of the security service to meet protesters and address their demands.",0,crowd size=no report,1730240821
KGZ877,05/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Labor Group (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,24Kg,National,"On 5 February 2021, small retail business owners protested outside the Kyrgyz government's administration in Bishkek city against city restrictions placed on their shops, demanding the authorities allow them to operate and improve infrastructure at the Osh bazaar, where their businesses were located.",0,crowd size=no report,1730240821
KGZ879,16/06/2020,2020,1,Political violence,Violence against civilians,Attack,Police Forces of Kyrgyzstan (2017-2020),,State forces,Civilians (Kyrgyzstan),Prisoners (Kyrgyzstan),Civilians,State forces-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,Kaktus Media,National,"On 16 June 2020, a male suspect in a theft case was assaulted at his residence by police officers in Bishkek city, upon which he was taken into police custody. Following detention, the victim was tortured at the police station-2 (GOM-2), where policemen used plastic bags to suffocate a victim and extract a forced confession.",0,,1754410220
KGZ880,08/02/2021,2021,1,Political violence,Riots,Mob violence,Rioters (Kyrgyzstan),Government of Kyrgyzstan (2021-),Rioters,Civilians (Kyrgyzstan),Women (Kyrgyzstan),Civilians,Rioters-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,Sanjar Kalmatai,New media,"On 8 February 2021, a scuffle broke out near Osh bazaar in Bishkek city between Lenin district administration officials and female owners of the makeshift retail shops following a verbal altercation regarding a city ban on makeshift shop operation at the location.",0,crowd size=no report,1730240821
KGZ881,08/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Labor Group (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,24Kg; Kaktus Media,National,"On 8 February 2021, small retail business owners demonstrated near the Kyrgyz government's administration in Bishkek, demanding former security official reprimanded and court judges investigated after their lawsuits against former security service agent impeded in the country's courts on allegedly corrupt intent.",0,crowd size=no report,1730240821
KGZ883,07/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,RFE/RL,International,"On 7 February 2021, about 40 activists demonstrated on Ala Too main square in Bishkek city demanding anti-graft reform and rule of law in the country.",0,crowd size=about 40,1730240821
KGZ884,08/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,RFE/RL,International,"On 8 February 2021, about 50 residents of the village of Kok-Jar protested outside the city administration's office in Bishkek city against Mayor's statement regarding alleged land grab in the village, which protesters argued was baseless and was coming from the city's top official.",0,crowd size=about 50,1730240821
KGZ885,08/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,24Kg; Kaktus Media,National,"On 8 February 2021, residents of Batken region demonstrated outside the Kyrgyz government's administration in Bishkek city demanding the country's newly-appointed Prime-Minister apologize for making inaccurate remark regarding the territorial integrity of the Tort-Kul water reservoir on the border with Tajikistan, which protesters argued may trigger hostilities between Tajiks and Kyrgyz.",0,crowd size=no report,1730240821
KGZ887,10/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,AKIpress; Kaktus Media,National,"On 10 February 2021, about 50 protesters demonstrated outside the city administration in Bishkek city, demanding their candidate from the Mekenchil political party appointed as a Mayor of the country's capital.",0,crowd size=about 50,1730240821
KGZ889,11/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,RFE/RL,International,"On 11 February 2021, 30-40 supporters of Kyrgyzstan's former Grand Mufti demonstrated outside the State Security Service headquarters in Bishkek city demanding his release from custody and fair investigation of his case following the corruption scandal in the religious institution, which forced Mufti to resign the day earlier.",0,crowd size=30-40,1730240821
KGZ893,10/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,AKIpress; Kaktus Media,National,"On 10 February 2021, animal rights activists demonstrated at the Mayor's office in Bishkek city, demanding humane treatment of stray dogs in the city after reports of firearms used by the municipal animal control service on stray animals.",0,crowd size=no report,1730240821
KGZ895,14/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,RFE/RL,International,"On 14 February 2021, about 500 protesters demonstrated on Ala Too main square in Bishkek city demanding anti-graft reform, rule of law in the country and transparent investigation of corruption allegations in the Kyrgyz customs agency.",0,crowd size=about 500,1730240821
KGZ897,15/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,RFE/RL,International,"On 15 February 2021, about 30 protesters demonstrated outside the Kyrgyz government's administration in Bishkek city demanding resolution of border disputes and disclosure of inter-state negotiation details with the neighboring Tajikistan and Uzbekistan.",0,crowd size=about 30,1730240821
KGZ898,15/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,Kaktus Media,National,"On 15 February 2021, relatives and supporters of Tash-Moynok village chief protested outside the Kyrgyz government's main office in Bishkek city demanding release of the local official to house arrest. The official was detained in a criminal case.",0,crowd size=no report,1730240821
KGZ899,15/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Students (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,Kaktus Media,National,"On 15 February 2021, students of the city universities gathered outside the Ministry of Education in Bishkek city demanding the authorities reduce tution fees by 30-50 percent due to introduction of online classes following coronavirus outbreak.",0,crowd size=no report,1730240821
KGZ903,16/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,24Kg,National,"On 16 February 2021, residents of Batken region protested outside the Kyrgyz government's administration in Bishkek city demanding the country's newly elected president resolve border disputes with Tajikistan.",0,crowd size=no report,1730240821
KGZ904,16/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Labor Group (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,AKIpress,National,"On 16 February 2021, taxi drivers protested near the train station in Bishkek city against the Russian ride-hailing app Yandex demanding the country government ban Yandex in Kyrgyzstan due to tax avoidance, lack of insurance liabilities and high commission percentage for app use.",0,crowd size=no report,1730240821
KGZ906,17/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,RFE/RL,International,"On 17 February 2021, activists and sports fans gathered at the Ak-Kula horse racing track in Bishkek city in protest of the city administration's plan to move racing track outside city limits which protesters disagreed with demanding the facility remain at the same location.",0,crowd size=no report,1730240821
KGZ908,19/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,AKIpress,National,"On 19 February 2021, about 30 supporters of a detained former deputy chief of the Customs agency Raimbek Matraimov protested outside the State Security Service headquarters in Bishkek city demanding his release to house arrest and official explanation for his detention.",0,crowd size=about 30,1730240821
KGZ912,20/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,Kaktus Media,National,"On 20 February 2021, supporters of detained former deputy chief of the Customs agency protested outside the Pervomayski court in Bishkek city demanding his release from custody.",0,crowd size=no report,1730240821
KGZ913,21/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,RFE/RL,International,"On 21 February 2021, activists protested on Ala-Too main square in Bishkek city demanding rule of law, anti-corruption reform and territorial integrity of the country's border with Tajikistan.",0,crowd size=no report,1730240821
KGZ918,24/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,24Kg,National,"On 24 February 2021, about 20 supporters of former chief of the country's security service demonstrated near the security service main office in Bishkek city demanding his release from detention and stop to persecution of political opponents.",0,crowd size=about 20,1730240821
KGZ921,28/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,AKIpress,National,"On 28 February 2021, about 20 activists protested on the main Ala-Too square in Bishkek city demanding the rule of law in the country.",0,crowd size=about 20,1730240821
KGZ923,01/03/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Labor Group (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,Kaktus Media,National,"On 1 March 2021, workers of the sewing shops protested outside the Madina market in Bishkek city against coordinated bullying of their buyers from Tajikistan by competitors out of the Dordoy bazaar prompting workers to file a police report. Protesters complained unknown men threatened their customers and told them to leave the country.",0,crowd size=no report,1730240821
KGZ927,04/03/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,Kaktus Media,National,"On 4 March 2021, residents of the Alamudun district in Chui region protested outside the Kyrgyz government's administration in Bishkek city against illegal land grab in the village of Mykan demanding resignations of district officials whom protesters accused of corruption.",0,crowd size=no report,1730240821
KGZ928,05/03/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Labor Group (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,Sanjar Kalmatai,New media,"On 5 March 2021, retail shop owners protested outside the Mayor's office in Bishkek city against unaffordable rent fees at the Semetei market demanding that the city authorities and the market owner settle the dispute between protesters and landlord.",0,crowd size=no report,1730240821
KGZ930,07/03/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,Kloop,National,"On 7 March 2021, about 50 protesters demonstrated on main Ala-Too square in Bishkek city demanding the rule of law in the country following the city district court's ban on protests at the designated locations.",0,crowd size=about 50,1730240821
KGZ932,08/03/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Women (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,Kaktus Media,National,"On 8 March 2021, female protesters demonstrated outside the White House in Bishkek city demanding no gender discrimination, equal rights for women, equal pay, equal representation of women in the government and freedom of assembly in the country.",0,crowd size=no report,1730240821
KGZ936,09/03/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,RFE/RL,International,"On 9 March 2021, 50-60 protesters demonstrated outside the White House in Bishkek city against proposed changes to the country's Constitution demanding that the Kyrgyz parliament be dismissed and calling for new parliamentary elections. Protesters also called for the constitutional reform to be discussed following the elections.",0,crowd size=50-60,1730240821
KGZ940,11/03/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,24Kg,National,"On 11 March 2021, residents of the local neighborhood in the 6th micro-district of Bishkek city protested outside their homes against construction of the multi-storey apartment building in their backyard demanding the city authorities shut down the project.",0,crowd size=no report,1730240821
KGZ944,13/03/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,Kaktus Media,National,"On 13 March 2021, residents of the local neighborhood in the 6th micro-district of Bishkek city protested against the construction project in their backyard demanding the city authorities shut it down. Protest forced city officials to launch a probe and investigate legal grounds for the project on location.",0,crowd size=no report,1730240821
KGZ945,14/03/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,RFE/RL,International,"On 14 March 2021, about 20 activists protested on Ala-Too square in Bishkek city demanding the rule of law in the country.",0,crowd size=about 20,1730240821
