event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
TJK99,04/03/2021,2021,1,Political violence,Violence against civilians,Attack,Private Security Forces (Tajikistan),,External/Other forces,Civilians (Tajikistan),Journalists (Tajikistan),Civilians,External/Other forces-Civilians,Civilian targeting,762,Caucasus and Central Asia,Tajikistan,Dushanbe,Firdavsi,,Dushanbe,38.56,68.7739,1,RFE/RL,International,"On 4 March 2021, two journalists of Radio's Liberty Tajik Service were attacked by a security personnel of a gas station in Dushanbe, while they were making a video-report on gas price increases. One of the journalists was pushed while another was kicked in the face reportedly for not having a written agreement to film from the management of the gas station. It has been reported that the city police has detained the man who attacked the journalists. The case is currently under investigation.",0,,1618489124
KGZ11,13/11/2018,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Health Workers (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,24Kg; RFE/RL; Channel 7 (Kyrgyzstan); Fergana News,New media-National,"On 13 November 2018, 40-50 health workers protested outside the Ministry of Health in Bishkek city against proposed optimisation in the country's healthcare which protesters argued would lead to work overload for underpaid medics, and understaffed clinics and hospitals. Protesters called for the top-ranking health officials not to mislead the public regarding average monthly pay for medics which is not 30,000 Som as the health authorities announced previously.",0,crowd size=40-50,1618561094
KGZ12,16/11/2018,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),SDPK: Social Democratic Party of Kyrgyzstan,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Katran,39.8396,70.0207,1,24Kg; Channel 7 (Kyrgyzstan),New media-National,"On 16 November 2018, about 150 supporters of former presidential adviser Ikramjan Ilmiyanov (from SPDK) protested in the town of Katran of Leilek district against arrest and detention of former aide demanding his release to house arrest. Protesters appealed to the Kyrgyz president for intervention in the case and fair investigation.",0,crowd size=about 150,1618561095
KGZ31,26/11/2018,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Batken,40.0639,70.8247,1,Channel 7 (Kyrgyzstan); Gezitter,New media-National,"On 26 November 2018, about 100 protesters demonstrated outside the Batken regional administration office in the town of Batken demanding the fair investigation of the murder of a regional prosecutor.",0,crowd size=about 100,1615250535
KGZ36,05/12/2018,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,Gezitter; Channel 7 (Kyrgyzstan),New media-National,"On 5 December 2018, about 20 people gathered in front of the office of the United Nations in Bishkek to raise attention to the situation of minorities including Uyghurs, detained in re-education camps in Xinjiang China.",0,crowd size=about 20,1618561116
KGZ545,14/09/2018,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,Protesters (Tajikistan),,Protesters,Protesters-Protesters,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Ak-Sai,39.8789,70.5192,2,Channel 7 (Kyrgyzstan); 24Kg,New media-National,"On 14 September 2018, about 50 residents of the Kyrgyz village of Bakai organized a protest on the borderline near Ak-Sai village against the installation of water pipe on the disputed borderland by the residents of the Tajik neighborhood of Vorukh exclave, Isfara district. About 60 Tajik villagers gathered on the other side of the border and protested against the Kyrgyz counterparts' claim over a contested piece of land.",0,crowd size=about 110,1615250535
KGZ597,21/05/2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Kara-Bak,40.1599,70.8131,1,Channel 7 (Kyrgyzstan),New media,"On 21 May 2019, about 40 residents of Kara-Bak village in Batken district protested during a meeting with local officials and Kyrgyz Border Service officers near local cemetery demanding the Kyrgyz authorities resolve the border dispute with Tajik counterparts over burial ground claim on both sides which protesters argued has been part of the village for many years.",0,crowd size=about 40,1615250535
KGZ604,06/06/2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Journalists (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Sverdlov,,Lebedinovka,42.8848,74.6754,1,Channel 7 (Kyrgyzstan),New media,"On 6 June 2019, about 15 activists and journalists protested at the Chui regional administration's office in the village of Lebedinovka outside Bishkek city demanding governor of Chui region resign from office and apologize to a female journalist for inappropriate comment regarding her appearance which he made a day earlier.",0,crowd size=about 15,1618561129
KGZ573,23/01/2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Tajikistan),,Protesters,Protesters (Kyrgyzstan),,Protesters,Protesters-Protesters,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Kara-Bak,40.1599,70.8131,2,Channel 7 (Kyrgyzstan),New media,"On 23 January 2019, a group of Tajik residents from Lackan village protested on the borderline near Kara-Bak village in Batken, against the Kyrgyz villagers-built shade structure on the disputed land near the village, demanding its demolition. It sparked a counter-protest by a group of Kyrgyz villagers who have argued it was agreed upon by both sides previously.",0,crowd size=no report,1615250535
KGZ549,01/10/2018,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Health Workers (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Jalal-Abad,Jalal-Abad,,Jalal-Abad,40.9332,72.998,1,Channel 7 (Kyrgyzstan),New media,"On 1 October 2018, more than 10 medics of the Family Medical Center 3 protested outside the clinic in Jalal-Abad city against salary withdrawal for the month of September which protesters argued wasn't consulted with them in advance. Protesters announced they will strike if their concerns aren't addressed.",0,crowd size=more than 10,1615250535
KGZ875,04/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Labor Group (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Jalal-Abad,Jalal-Abad,,Jalal-Abad,40.9332,72.998,1,Channel 7 (Kyrgyzstan),New media,"On 4 February 2021, small business owners protested at the central bazaar in Jalal-Abad city against relocation of the market to another location demanding the city administration reject the plan and the city Mayor resign.",0,crowd size=no report,1615250535
KGZ851,26/01/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Kara-Bak,40.1599,70.8131,1,Channel 7 (Kyrgyzstan),New media,"On 26 January 2021, residents of the Kara-Bak village in Batken district of Batken region gathered near their homes demanding the local authorities fix the power supply issues in the area which were becoming a safety concern, protesters complained.",0,crowd size=no report,1615250535
KGZ561,04/12/2018,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Labor Group (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Kyzyl-Kiya,,Kyzyl-Kia,40.2552,72.135,1,Channel 7 (Kyrgyzstan),New media,"On 4 December 2018, 30-40 road construction workers protested at the a company's field office in Kyzyl-Kia town of Batken region, demanding their back pay for more than 6 months of work. Protesters complained the company has been dodging them for weeks which forced protesters to take up the issue with the government.",0,crowd size=30-40,1618561126
KGZ578,04/03/2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,Channel 7 (Kyrgyzstan),New media,"On 4 March 2019, about 10 neighborhood residents protested at the construction site on Jibek-Jolu street in Bishkek city against the construction of multi-storey apartment building next to their residential homes and demanded to halt the construction activity. Protesters accused the developer company of making fraudulent claims in order to collect approval signatures from the neighborhood folks.",0,crowd size=about 10,1618561127
KGZ606,17/06/2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Labor Group (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Jalal-Abad,Suzak,,Jiyde,40.8407,72.9224,1,Channel 7 (Kyrgyzstan),New media,"On 17 June 2019, about 30 residents of Jiyde village in Suzak district of Jalal-Abad region protested against the Kyrgyz border post commander whom protesters accused of extorting bribes in exchange OF access to the gravel yard on the dry bed of bordering Karadarya river. Protesters demanded the local authorities intervene in their conflict with the border guards and ensure their way of make a living by collecting gravel.",0,crowd size=about 30,1615250535
KGZ541,29/06/2018,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Jalal-Abad,Aksy,,Kerben,41.4895,71.7536,2,Channel 7 (Kyrgyzstan),New media,"On 29 June 2018, 20-30 residents of Ak-Suu village near Kerben town in Aksy district of Jalal-Abad region protested against the nearby gold mining project accusing the mining company of engaging in corruption with the local district officials. Protesters demanded transparency for the mining projects and social benefits for the local villages.",0,crowd size=20-30,1615250535
KGZ598,22/05/2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Osh,Kara-Suu,,Papan,40.3002,72.9877,1,Channel 7 (Kyrgyzstan),New media,"On 22 May 2019, 40-50 residents of Papan village in Kara-Suu district protested outside the local administration's office against the newly elected head of the township accusing him of corruption and demanded re-elections.",0,crowd size=40-50,1615250535
KGZ607,18/06/2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Jalal-Abad,Toktogul,,Ketmen-Tobo,41.7323,73.1288,1,Channel 7 (Kyrgyzstan),New media,"On 18 June 2019, about 20 residents of Ketmen-Tobo village in Jalal-Abad region protested near their village administration against lack of attention from the district officials to their concerns regarding social grievances and water supply issues which protesters complained have been raised repeatedly by them but without success.",0,crowd size=about 20,1615250535
KGZ527,10/04/2018,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Farmers (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Osh,Ozgon,,Progress,40.7978,73.3167,1,Channel 7 (Kyrgyzstan),New media,"On 10 April 2018, 15-20 residents and rice farmers of Progress village in Uzgen district protested on the disputed land in the village against the local administration's plan to take a portion of their land away. Protesters accused town officials of corruption and land grabbing which violates land lease agreement that stated it was given to the villagers for 99 years.",0,crowd size=15-20,1618561123
KGZ585,18/04/2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Farmers (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Jalal-Abad,Aksy,,Kara-Jygach,41.6176,72.0844,1,Channel 7 (Kyrgyzstan),New media,"On 18 April 2019, 30-40 residents of Kara-Jygach village in Suzak district of Jalal-Abad region protested in the village against sublease of agricultural land to them by the local farmer. The protesters argued he may have violated national laws on cropland use. The Protesters demanded the district authorities resolve disputes and lease land without a middleman.",0,crowd size=30-40,1618561128
KGZ621,22/02/2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Osh,Kara-Suu,,Uchar,40.4735,72.7765,1,Channel 7 (Kyrgyzstan),New media,"On 22 February 2020, 15-20 residents of Uchar village in Kara-Suu district protested against illegal home building activity in the outskirts of town demanding to stop any construction works due to a risk of seasonal flashflood which protesters argued is likely to happen if illegal construction persists without oversight.",0,crowd size=15-20,1615250535
KGZ562,06/12/2018,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Osh,Ozgon,,Yntymak,40.7106,73.4141,1,Channel 7 (Kyrgyzstan),New media,"On 6 December 2018, about 20 residents of Yntymak village in Uzgen district of Osh region protested near their homes against the alleged mob-tied local family demanding them to move out of village. Protesters complained they were physically assaulted and threatened with a knife by particular family members on numerous occasions.",0,crowd size=about 20,1618561126
