event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,event_month
KGZ729,2020-11-09,2020,2,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Labor Group (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Kyzyl-Kiya,,Kyzyl-Kia,40.2552,72.135,2,Channel 7 (Kyrgyzstan),New media,"Around 9 November 2020, unemployed coal mine workers and local entrepreneurs gathered at the Kara-Kozu coal deposit near Kyzyl-Kia township in Batken region, demanding the regional and district administrations allow them to operate the mine bypassing the private investor who secured his license after winning an auction which protesters argued was unreasonable due to lack of mining at the location.",0,crowd size=no report,1618495401,2020-11-01
KGZ584,2019-04-08,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Kadamjay,,Sur,39.9505,71.2613,1,Channel 7 (Kyrgyzstan),New media,"On 8 April 2019, about 40 residents of Sur and Ormosh villages protested in Sur village in Kadamjai district of Batken region against the local authorities' inaction to prevent infrequent conflicts between the youths of two townships. They also demanded from the district administration to build a separate school for Sur village. The protesters argued conflicts occur due to shared use of one primary school in Ormosh village.",0,crowd size=about 40,1618561128,2019-04-01
KGZ905,2021-02-16,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Kadamjay,,Tokoy,40.1376,71.0842,1,Channel 7 (Kyrgyzstan),New media,"On 16 February 2021, residents of the village of Tokoy in Kadamjai district of Batken region gathered in town calling for the Kyrgyz authorities to implement CASA-1000 regional power transmission line project away from the village out of public health concerns which villagers complained the government failed to address prior to construction activity.",0,crowd size=no report,1618490445,2021-02-01
KGZ513,2020-09-10,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Kadamjai,,Alga,40.2343,71.504,1,Channel 7 (Kyrgyzstan),New media,"On 10 September 2020, about 10 residents of Alga village in Kadamjai district of Batken region protested near the border with Uzbekistan against the delimitation of the contested 19 hectares of borderland demanding the Kyrgyz government preserve their interests.",0,crowd size=about 10,1615250536,2020-09-01
KGZ752,2020-11-17,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Kadamjay,,Alysh,40.184,72.074,1,Channel 7 (Kyrgyzstan),New media,"On 17 November 2020, residents of Alysh village in Kadamjai district of Batken region protested against the regional power supply project's planned installations through the village, demanding the Kyrgyz government build power supply lines away from town out of public health safety concerns and unresolved compensation dispute.",0,crowd size=no report,1618495034,2020-11-01
KGZ609,2019-07-24,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Women (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Batken,40.0639,70.8247,1,Channel 7 (Kyrgyzstan),New media,"On 24 July 2019, 10-15 women from Ak-Sai village protested outside the regional administration's office in Batken township against the use of riot police force to suppress demonstration in Ak-Sai village on the same day demanding officials come out and explain reasons behind the deployment of police units against villagers.",0,crowd size=10-15,1615250536,2019-07-01
KGZ581,2019-03-18,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Women (Kyrgyzstan); Refugees/IDPs (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Batken,40.0639,70.8247,1,Channel 7 (Kyrgyzstan),New media,"On 18 March 2019, about 50 women displaced from Ak-Sai village due to border events protested at the temporary shelter facility in the town of Batken during a meeting with the Kyrgyz government officials, demanding the central authorities to resolve the border disputes with Tajikistan without further delay due to recurring conflicts on the border.",0,crowd size=about 50,1615250536,2019-03-01
KGZ793,2021-01-05,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Labor Group (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Batken,40.0639,70.8247,1,Channel 7 (Kyrgyzstan),New media,"On 5 January 2021, small retail business owners protested at the local bazaar in the town of Batken of Batken region against the upcoming renovation of their market, demanding the bazaar management be removed from office.",0,crowd size=no report,1615250536,2021-01-01
KGZ900,2021-02-15,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Boz-Adyr,39.9985,71.0732,1,Channel 7 (Kyrgyzstan),New media,"On 15 February 2021, residents of the Boz-Adyr village in Batken district of Batken region protested on the disputed land against installation of a utility pole by Uzbek villagers on the disputed land demanding halt to activity until border dispute is resolved by both Kyrgyz and Uzbek governments.",0,crowd size=no report,1615250536,2021-02-01
KGZ528,2018-04-11,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Boz-Adyr,39.9985,71.0732,1,Channel 7 (Kyrgyzstan),New media,"On 11 April 2018, 20-30 residents of Boz-Adyr village in Batken district protested at the local administration against the assault of a fellow Kyrgyz villager by the Uzbek residents of Sokh exclave two days earlier with the demanding the Uzbek authorities to find the responsibles. The protestors also called Kyrgyz authorities to enforce restrictions on the movement of Sokh exclave residents through Boz-Adyr village.",0,crowd size=20-30,1615250536,2018-04-01
KGZ855,2021-01-27,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Charbak,39.8958,71.0528,1,Channel 7 (Kyrgyzstan),New media,"On 27 January 2021, residents of the bordering with Uzbekistan's Sokh district Charbak village in Batken district of Batken region gathered near their homes demanding the Kyrgyz authorities provide water supply to their village or else buy their properties which would let protesters relocate to a more suitable area.",0,crowd size=no report,1615250536,2021-01-01
KGZ514,2018-01-11,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Kadamjay,,Chechme,39.9429,71.2093,1,Channel 7 (Kyrgyzstan),New media,"On 11 January 2018, about 30 residents of Chechme village in Kadamjai district of Batken region protested against the border delimitation commission's proposal to transfer local spring over to Sokh exclave of Uzbekistan, which has sparked disapproval among villagers demanding to keep water source in the Kyrgyz territory.",0,crowd size=about 30,1618561122,2018-01-01
KGZ551,2018-10-04,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Toguz-Bulak,39.8498,69.7246,2,Channel 7 (Kyrgyzstan),New media,"On 4 October 2018, 10-15 residents of Kelechek neighborhood near the village of Toguz-Bulak in Leilek district protested against lack of social infrastructure such as school and daycare in the village and demanded proper water supply to their households. Protesters accused the local town administration of corruption due to the illegal practice of selling upscale land plots to wealthy buyers.",0,crowd size=10-15,1618561125,2018-10-01
KGZ842,2021-01-19,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Kadamjay,,Uch-Korgon,40.2395,72.0529,2,Channel 7 (Kyrgyzstan),New media,"On 19 January 2021, residents of the Kalacha village protested near Uch-Korgon township of Kadamjai district in Batken region against alleged corruption involving local officials after illegal land transactions, demanding the authorities investigate and redistribute plots among villagers.",0,crowd size=no report,1618491957,2021-01-01
KGZ929,2021-03-06,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Kadamjay,,Sai,39.9055,71.2137,1,AKIpress,National,"On 6 March 2021, 20-25 residents of the Kyrgyz village of Sai in Batken district of Batken region gathered on the disputed border land with Uzbekistan's Sokh exclave demanding Uzbek citizens stop working on the land until demarcation is completed. Protest took place after Sokh district residents launched plowing on the crop field to prepare seedbed for the spring season.",0,crowd size=20-25,1618488986,2021-03-01
KGZ978,2021-04-06,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Bulak-Bashy,40.0013,69.5757,1,24Kg,National,"On 6 April 2021, residents of Bulak-Bashy village in Leilek district of Batken region gathered near their homes demanding that the Kyrgyz authorities and Border Service provide safety and security due to Tajik border guards hostility towards Kyrgyz villagers, protesters complained. Villagers insisted that the Tajik border guards discharge their weapons as a warning to discourage Kyrgyz villagers from growing crops on the disputed border land.",0,crowd size=no report,1618480108,2021-04-01
KGZ924,2021-03-01,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Internatsionalnoye,40.1187,69.6719,1,24Kg,National,"On 1 March 2021, 10-15 residents of the Internatsionalnoye village in Leilek district of Batken region gathered for a counter-protest on the disputed border between Kyrgyzstan and Tajikistan following Tajik villagers' protest to the Kyrgyz villager's construction work with heavy equipment. Border officials of the both countries were on the scene to de-escalate tensions.",0,crowd size=10-15,1618501483,2021-03-01
KGZ995,2021-04-14,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Katran,39.8396,70.0207,1,Sanjar Kalmatai,New media,"On 14 April 2021, residents of Katran village in Leylek district of Batken region protested in town against the gold mining operation on Kozu-Baghlan river demanding that the Kyrgyz president and government remove the mining project from the area out of concerns for pollution of the local water sources.",0,crowd size=no report,1618862882,2021-04-01
KGZ1024,2021-04-29,2021,1,Political violence,Violence against civilians,Attack,Military Forces of Tajikistan (1994-) Border Service,,External/Other forces,Civilians (Kyrgyzstan),,Civilians,External/Other forces-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Kok-Tash,39.9507,70.549,2,Kaktus Media; RFE/RL,National-International,"On 29 April 2021, a 30-year-old Kyrgyz citizen was shot and wounded by allegedly Tajik border guards while driving through the Tajik territory near Kok-Tash village in Batken region, after which the victim was hospitalized.",0,,1753954518,2021-04-01
KGZ1032,2021-04-29,2021,1,Political violence,Riots,Mob violence,Rioters (Tajikistan),,Rioters,Civilians (Kyrgyzstan),,Civilians,Rioters-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Kok-Tash,39.9507,70.549,2,RFE/RL; Kaktus Media,National-International,"On 29 April 2021, Tajik villagers threw stones at the Kyrgyz-operated vehicles passing through their territory near Kok-Tash village in Batken region following a series of clashes between the two sides.",0,crowd size=no report,1620151493,2021-04-01
KGZ1042,2021-04-24,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Beshkent,40.0304,69.8174,1,Sanjar Kalmatai; RFE/RL,New media-International,"On 24 April 2021, relatives of missing two males and residents of Beshkent village in Leylek district of Batken region protested in town against alleged abduction of two local men on the disputed border by the Tajik border guards and villagers, demanding that the Kyrgyz government conduct a search mission and bring them back to their families.",0,crowd size=no report,1620151493,2021-04-01
KGZ1047,2021-04-29,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Kok-Tash,39.9507,70.549,1,24Kg,National,"On 29 April 2021, residents of Kok-Tash village in Batken district of Batken region gathered near their homes, demanding that the country's president, chief of security service (GKNB), and prime-minister travel to the conflict zone on the border with Tajikistan and resolve the border conflict.",0,crowd size=no report,1620151493,2021-04-01
KGZ1017,2021-04-24,2021,1,Political violence,Riots,Mob violence,Rioters (Tajikistan),,Rioters,Civilians (Kyrgyzstan),,Civilians,Rioters-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Internatsionalnoye,40.1187,69.6719,2,AKIpress,National,"On 24 April 2021, about 5 masked Tajik rioters assaulted and abducted 2 young male Kyrgyz villagers at the Sai locality near Internatsionalnoye village in Leylek district of Batken region, upon which victims were taken into the territory of Tajikistan and transferred to the military base in Gafurov district of Tajikistan. Kyrgyz villagers were released the same day along with other detained Kyrgyz citizens back to the territory of Kyrgyzstan.",0,crowd size=about 5,1620151493,2021-04-01
